ID	city	english
TEQBDFDDSSUH	烏德吉爾	Udgir
TEQDQSJPKKY7	Ahmadpur	Ahmadpur
TEQEF3XXU85Z	Gangakher	Gangakher
TEQHYWPKV6DZ	Manjlegaon	Manjlegaon
TEQME8M5QH16	Pathri	Pathri
TEQMUC3WEHW6	Manwat	Manwat
TEQPW25630F4	帕爾圖爾	Partur
TEQQSPC3D6PE	Sailu	Sailu
TEQTE5RUMRDG	Parbhani	Parbhani
TEQV1K4P50N6	Purna	Purna
TEQVGURPCB14	Basmat	Basmat
TEQX9755RKWB	Jintur	Jintur
TEQZZU0QTJHB	Kalamnuri	Kalamnuri
TER1TBFTE42Q	Diglur	Diglur
TER2S68FTHUU	Banswada	Banswada
TER42S0XQHCE	Mukher	Mukher
TER6HWJJ1X7X	博滕	Bodhan
TER7E88SKRMG	達爾馬巴德	Dharmabad
TER8NYKWR68F	Kamareddi	Kamareddi
TERD1W4V4R6P	Nizamabad	Nizamabad
TERGP1RXP334	Koratla	Koratla
TERJ5CJVVQ62	Mudkhed	Mudkhed
TERKWJJ9E409	Bhaisa	Bhaisa
TERNZMG5SXKN	赫德岡	Hadgaon
TERR8056M0V4	Umarkhed	Umarkhed
TERSWVH9X60C	Nirmal	Nirmal
TERXEQPS2JB1	金沃德	Kinwat
TERZF9FUC321	達斯納普爾	Dasnapur
TERZGH4NXM12	Adilabad	Adilabad
TES21DM2Z635	Igatpuri	Igatpuri
TES25T61UVRP	Ghoti Budrukh	Ghoti Budrukh
TES3XMGE2DWW	納西克	Nashik
TES8GVT4SUPQ	辛訥爾	Sinnar
TES92PGC1JXX	Deolali	Deolali
TESBQYMJ5QK7	舍地	Shirdi
TESCNGTHG3HM	Kopargaon	Kopargaon
TESCYYVNE7S6	Yeola	Yeola
TESD67HDGRS6	Ozar	Ozar
TESG9TE4NRKY	Chandvad	Chandvad
TESGNNKUF9T7	Manmad	Manmad
TESHC3FRR47F	Dharampur	Dharampur
TESV07NF94ZF	Satana	Satana
TET1K9EPHB3U	瓦伊賈布林	Vaijapur
TET5DDW3PJEG	楠德岡	Nandgaon
TET7M9QMVT05	Kannad	Kannad
TET8WU3XQ5R4	Pipri	Pipri
TET9478HCC0T	Aurangabad	Aurangabad
TETBYF899B8T	Jalna	Jalna
TETG3RW8HF1F	錫洛德	Sillod
TETHBJ182T3N	Malegaon	Malegaon
TETK7JC6ZPEK	Chalisgaon	Chalisgaon
TETNVSXX3FQS	圖萊	Dhule
TETQV3DQ1Q8J	Parola	Parola
TETRU0JCHK0R	Amalner	Amalner
TETTDDK0N4WB	Pachora	Pachora
TETV0WN7SN74	Soygaon	Soygaon
TETWFRB03VBS	Erandol	Erandol
TETX89ZWBX0Z	Dharangaon	Dharangaon
TETXX9CYZP5R	賈爾岡	Jalgaon
TETZU0595K5Z	Bhusawal	Bhusawal
TETZX1UWYPPR	Varangaon	Varangaon
TEU0DQQUH3B8	Kadod	Kadod
TEU0GURQJZ5E	曼德維	Mandvi
TEU0NK0M80B3	維亞拉	Vyara
TEU26J38G9R2	松格阿德	Songadh
TEUC99EJYKHV	Nandurbar	Nandurbar
TEUF8Y4FVWMZ	德洛達	Taloda
TEUFWE0CZ4GR	Shahada	Shahada
TEUK2S9ND4UM	Rajpipla	Rajpipla
TEUNCEWDGT1G	巴羅達	Vadodara
TEUNPN2E2897	Dabhoi	Dabhoi
TEUWUQ9K12T7	Chhota Udepur	Chhota Udepur
TEUYGGS4BT0E	Rajpur	Rajpur
TEV12G9G9KVQ	Dondaicha	Dondaicha
TEV32N8KU06W	Shirpur	Shirpur
TEV530MCT800	凱蒂亞	Khetia
TEV7KGQ4SCC5	Sendhwa	Sendhwa
TEV8CKRY1PPG	Chopda	Chopda
TEVB6T70CC2B	Yaval	Yaval
TEVBQF0X9VB8	Savda	Savda
TEVBQJ22C13B	Faizpur	Faizpur
TEVKV8Y6VT0P	Rajpur	Rajpur
TEVM27H92W96	伯爾瓦尼	Barwani
TEVM7G19RYD6	Anjad	Anjad
TEVNKCRK3HPU	Kukshi	Kukshi
TEVQKX6N8355	默納沃爾	Manawar
TEVU07D5R9U7	西尼瑪律縣	Khargone
TEVVBM4PZXS6	Kasrawad	Kasrawad
TEVWMK3JKZ32	達姆諾德	Dhamnod
TEVWPYQ570W5	默黑什沃爾	Maheshwar
TEW1F5VV91DR	Deulgaon Raja	Deulgaon Raja
TEW3TTCG7FTQ	Lonar	Lonar
TEW5Z0EE3FBY	Chikhli	Chikhli
TEW6WK4NKB1R	Mehekar	Mehekar
TEW9E4ZFM2FG	裡索德	Risod
TEWB5T6CVM7P	Hingoli	Hingoli
TEWCZQUQ959F	Anshing	Anshing
TEWF7E4FVRE4	Washim	Washim
TEWHV9GP24MF	Buldana	Buldana
TEWMWM61HU37	Khamgaon	Khamgaon
TEWNVCXNHWEV	默爾加布林	Malkapur
TEWQE8T4YN1Q	Nandura	Nandura
TEWRTXF9J9MZ	Jalgaon Jamod	Jalgaon Jamod
TEWSQDV1UKQR	Patur	Patur
TEWTDF7B149B	Balapur	Balapur
TEWVBNMSQHC6	阿柯拉	Akola
TEWW0ZRPEJ8Y	斯赫加奧恩	Shegaon
TEWXSEB6GCT0	Telhara	Telhara
TEWZPFB3MPSZ	Daryapur	Daryapur
TEX1JQWMYSF7	布瑟德	Pusad
TEX584S91TDG	芒格魯爾皮爾	Mangrul Pir
TEX62QPS1E70	迪格勒斯	Digras
TEX79DECNV85	達爾沃哈	Darwha
TEXDW1HMNSXC	Ghatanji	Ghatanji
TEXHE0VSH3QQ	Karanja	Karanja
TEXJBYKU6KCD	Murtajapur	Murtajapur
TEXQQJT9GH2E	堅杜爾	Chandur
TEXR14ZC6R9Z	阿姆勞蒂	Amravati
TEXS1CWYWEDK	Yavatmal	Yavatmal
TEXTYW2S6UFF	Pulgaon	Pulgaon
TEXV9FMB44S2	Deoli	Deoli
TEXW4SRNX7Z5	Dattapur	Dattapur
TEXXK5ZUB8NZ	Arvi	Arvi
TEXYHCQVT0M5	沃爾塔	Wardha
TEY0FHMY1P47	拉韋爾	Raver
TEY0Y37M15D5	Shahpur	Shahpur
TEY1NTX3MRDG	Burhanpur	Burhanpur
TEY64EBU3J4K	Nepa Nagar	Nepa Nagar
TEYB182R7SPK	Akot	Akot
TEYBRHX5B81K	Anjangaon	Anjangaon
TEYH2K9NE4YM	Bhikangaon	Bhikangaon
TEYK1N8HR7WW	坎德瓦	Khandwa
TEYN4YQ53BW7	薩納瓦德	Sanawad
TEYQ6X2Y9147	Punasa	Punasa
TEYTDP5TB4TG	Harsud	Harsud
TEYWHG26NWZC	Khirkian	Khirkian
TEYZ43WT04MQ	赫爾達	Harda
TEZ0GVB038GD	Achalpur	Achalpur
TEZ2C4UTDY7R	錢杜爾巴紮爾	Chandur Bazar
TEZ3RHXMSJE5	Morsi	Morsi
TEZ5NSDKBRED	派恩斯代希	Bhainsdehi
TEZBUPQXK687	格多爾	Katol
TEZDJ5BH3T5H	沃魯德	Warud
TEZEUDEBJ1KU	Multai	Multai
TEZFFSNJ55BD	Pandhurna	Pandhurna
TEZKSTD1YBN5	Betul	Betul
TEZPDYCS8PT8	塞奧尼瑪律瓦	Seoni Malwa
TEZSC8FFFM4P	Amla	Amla
TEZYK1QSKK0K	Jamai	Jamai
TF02FGRCY6HB	Pennadam	Pennadam
TF03MM8B2E2U	Vriddhachalam	Vriddhachalam
TF0472V4PM3S	Chinna Salem	Chinna Salem
TF04SZVZ8ENX	Kallakkurichchi	Kallakkurichchi
TF07FPRTV9QN	Tirukkoyilur	Tirukkoyilur
TF08VE7CBD10	吉登伯勒姆	Chidambaram
TF09G3DUWRS6	Kurinjippadi	Kurinjippadi
TF09HP7NPN5Q	Bhuvanagiri	Bhuvanagiri
TF0DFNN9C6M2	Panruti	Panruti
TF0DVNP9U470	Nellikkuppam	Nellikkuppam
TF0DYG00TWY0	古德洛爾	Cuddalore
TF0EBSMUXVFQ	Villupuram	Villupuram
TF0GBEF3MC5Y	本地治裡市	Pondicherri
TF0JCPHKTNHV	金格姆	Chengam
TF0JRPYX702E	Tiruvannamalai	Tiruvannamalai
TF0MXNJ3QTD8	京格埃埃	Gingee
TF0P8JB0240P	Alangayam	Alangayam
TF0R0EX1U2BK	Polur	Polur
TF0TSQP37TD0	Tindivanam	Tindivanam
TF0V7KCY1UYD	Marakkanam	Marakkanam
TF0X5EX1FBGH	Vandavasi	Vandavasi
TF0XXJU264HP	Uttiramerur	Uttiramerur
TF0Z4NT6UURS	Madurantakam	Madurantakam
TF21DTKZNWFX	Gudiyatham	Gudiyatham
TF21KPMMPCF9	Pallikondai	Pallikondai
TF22H1UKEW3V	阿爾尼	Arani
TF238DRNH72Q	韋洛爾	Vellore
TF23BEX1KK0K	Katpadi	Katpadi
TF23MK2GBW2C	阿爾果德	Arcot
TF23W6MNJEMY	Walajapet	Walajapet
TF2504BP8425	Palmaner	Palmaner
TF26D5ZDJSW0	Ramapuram	Ramapuram
TF26X5V6NSD8	斯霍林格烏爾	Sholinghur
TF2841YS9QMM	Cheyyar	Cheyyar
TF29JBPZSFP5	甘吉布勒姆	Kanchipuram
TF2BHPFNFETD	琴格阿爾帕圖	Chengalpattu
TF2CG2CJ20MF	Sriperumbudur	Sriperumbudur
TF2CJCUSZZD8	Guduvancheri	Guduvancheri
TF2CJE8PNXDK	Madambakkam	Madambakkam
TF2DSBG900BP	Arakkonam	Arakkonam
TF2DUPGNRNG6	Thiruthani	Thiruthani
TF2EFGQB3BY7	Nagari	Nagari
TF2FF9CS33TT	蒂魯瓦盧爾	Tiruvallur
TF2FNZKKPCPB	Poonamalle	Poonamalle
TF2FT4C5RKPP	Tinnanur	Tinnanur
TF2FWG878JT6	Avadi	Avadi
TF2K87E1010P	Pakala	Pakala
TF2MVDUZHVWF	Tirumala	Tirumala
TF2MXHVMN86T	蒂魯帕蒂	Tirumala - Tirupati
TF2PBJ8P0JB4	Rayachoti	Rayachoti
TF2SD0QXCMTR	Puttur	Puttur
TF2T9KYM08QT	Renigunta	Renigunta
TF2UPZ7KWMJ1	Gummidipundi	Gummidipundi
TF2VUY42791E	Suluru	Suluru
TF2X6YWC9ZYR	文格德吉裡	Venkatagiri
TF2Z44MMKGZ9	Nayudupeta	Nayudupeta
TF31BD5ZMD0R	Pallavaram	Pallavaram
TF31C1WD313B	Madipakkam	Madipakkam
TF31CPH31C8V	阿蘭杜爾	Alandur
TF31F165ZF67	Perungudi	Perungudi
TF340H2UT1SY	Porur	Porur
TF343GMD6BDD	Chetput	Chetput
TF346Y940N0N	金奈	Chennai
TF3480KR718T	Ambattur	Ambattur
TF34FSBMKVPJ	Manali	Manali
TF3506JJ9WDV	Naravarikuppam	Naravarikuppam
TF355WHBDJU5	Kattivakkam	Kattivakkam
TF356X07UYX1	明久爾	Minjur
TF35BBPZ5RHN	Ponneri	Ponneri
TF829MZRVHM5	Rajampet	Rajampet
TF84398D3WDZ	Kadapa	Kadapa
TF843GN5YJ3H	Chinnachowk	Chinnachowk
TF85YV4KYX63	Badvel	Badvel
TF89RYK8DUDZ	Vadlapudi	Vadlapudi
TF8B3HBUXG9V	Gudur	Gudur
TF8F5ETBNRSX	內洛爾	Nellore
TF8FKHD5D8MS	Kovur	Kovur
TF8P7F3K5XRS	Giddalur	Giddalur
TF8UU56PFSVD	加沃利	Kavali
TF8X97QR88ND	Kanigiri	Kanigiri
TF8YDD1E92VS	Kandukur	Kandukur
TF8YV0NMXY43	Singarayakonda	Singarayakonda
TFB283G42J85	Cumbum	Cumbum
TFB3S0HM793C	Markapur	Markapur
TFB56XUUNW48	Srisailam	Srisailam
TFB6KYPUPYZF	Chemmumiahpet	Chemmumiahpet
TFBBJTDWH32M	奧恩戈萊	Ongole
TFBCUP64F8VX	Addanki	Addanki
TFBEQCB4J8WJ	維努貢達	Vinukonda
TFBMZ89W6EMT	Macherla	Macherla
TFBPH0JKXCFD	Devarkonda	Devarkonda
TFBUMYNZ0EW9	Narasaraopet	Narasaraopet
TFBXFYQZ3ZQ7	Miryalguda	Miryalguda
TFC1G9KBD1UN	韋塔帕萊姆	Vetapalem
TFC1URM4F8UZ	Chirala	Chirala
TFC4RND01NZD	Bapatla	Bapatla
TFC52PZS4Y50	Chilakalurupet	Chilakalurupet
TFC72VWM1VWH	蓬努爾	Ponnur
TFC73KFG5S1T	Ponnuru	Ponnuru
TFC7PG9PVE8N	Repalle	Repalle
TFC7W6BTK1DB	Bhattiprolu	Bhattiprolu
TFCE1KDEZUXB	阿沃尼格達	Avanigadda
TFCE9TVY7JNX	Challapalle	Challapalle
TFCEYPP3XTSQ	Machilipatnam	Machilipatnam
TFCHDX26KUP1	Phirangipuram	Phirangipuram
TFCHWXMFKU19	Guntur	Guntur
TFCJ29E8YVW4	Sattenapalle	Sattenapalle
TFCM2ZWEP4GT	門格勒吉裡	Mangalagiri
TFCMF0ENK56M	Tadepalle	Tadepalle
TFCMFQZ28D3Q	Vijayawada	Vijayawada
TFCMG9H3BH82	Yanamalakuduru	Yanamalakuduru
TFCMPG3NV885	武尤魯	Vuyyuru
TFCP7R29VXWJ	Nandigama	Nandigama
TFCQ88FX4EVR	Kondapalle	Kondapalle
TFCQN9UC8S31	Gannavaram	Gannavaram
TFCRRZ31VX8J	Nuzvid	Nuzvid
TFCSWCRB0X16	Pedana	Pedana
TFCTDFDK0Q7W	Gudivada	Gudivada
TFCU8UXZFK6J	Kanuru	Kanuru
TFCWPZB5C4FJ	Kaikalur	Kaikalur
TFCXJ2PHWCVD	Eluru	Eluru
TFCY7VVW103C	Akividu	Akividu
TFCYP3FC8K79	Bhimavaram	Bhimavaram
TFCZY86MR8HS	Tadepallegudem	Tadepallegudem
TFFJD6EU5QKQ	Narasapur	Narasapur
TFFN5CU3SSK1	Palakollu	Palakollu
TFFNGFH6KSKP	Penugonda	Penugonda
TFFP71HPGFM1	德努古	Tanuku
TFFQ66FSYUV8	阿默拉布勒姆	Amalapuram
TFFRBQQP2ZKE	馬恩達佩塔	Mandapeta
TFFRF76WQGTT	Ramachandrapuram	Ramachandrapuram
TFFRNYHQENY3	亞南	Yanam
TG02GZB5RQ1J	納爾戈恩達	Nalgonda
TG05E5TPURQ1	Bhongir	Bhongir
TG09EDP1FZEN	Suriapet	Suriapet
TG0BEETZN6HT	Kodar	Kodar
TG0BNSX19HR6	傑蓋耶貝達	Jaggayyapeta
TG0FPU72W3J4	卡姆馬姆	Khammam
TG0KCC5X162P	金岡	Jangaon
TG0NFR0B4HEC	Siddipet	Siddipet
TG0UHZ42E93X	Mahbubabad	Mahbubabad
TG0W6UYC9GNQ	瓦朗加爾	Warangal
TG1520XTDGGN	Dornakal	Dornakal
TG17FFGKHUCM	Kottagudem	Kottagudem
TG1D0HNYXVRV	Sathupalli	Sathupalli
TG1HH5BZQJYC	Yellandu	Yellandu
TG1K5BDGG0BG	Palwancha	Palwancha
TG1K5GZZ3VC1	Paloncha	Paloncha
TG1QM97G0CHD	Manuguru	Manuguru
TG1S8817Y1YZ	Bhadrachalam	Bhadrachalam
TG209FSDTSVU	Sirsilla	Sirsilla
TG2151C04UDG	Vemalwada	Vemalwada
TG22C5EMBTZN	Karimnagar	Karimnagar
TG23YJ11CRJ8	Peddapalli	Peddapalli
TG24UNMMZVFD	Jagtial	Jagtial
TG27PUT8P55T	Naspur	Naspur
TG27RD9D6DMS	曼切裡亞爾	Mancherial
TG2DHG5S05BP	門特尼	Manthani
TG2EBKRXRZ4X	Mandamarri	Mandamarri
TG2QHJS7591U	阿西法巴德	Asifabad
TG2S2UVPCJ1V	貝爾拉姆帕爾萊	Bellampalli
TG404REFERU7	Nidadavole	Nidadavole
TG40GCU3K9HN	科沃武爾	Kovvur
TG40T58Z1F1J	Rajahmundry	Rajahmundry
TG42QFS7G1WM	Kakinada	Kakinada
TG42RKU28NB2	Ramanayyapeta	Ramanayyapeta
TG42YPU56Q4J	Samalkot	Samalkot
TG43HVZTT7D2	貝達布勒姆	Peddapuram
TG45K8STTEBN	Rampachodavaram	Rampachodavaram
TG4925BZB6EP	Pithapuram	Pithapuram
TG4DWQRP46RT	杜尼	Tuni
TG4GVDVSJKFV	Elamanchili	Elamanchili
TG4SXBPEGCVR	訥爾西伯德訥姆	Narsipatnam
TG4VRW6QEJ8T	Chodavaram	Chodavaram
TG5H954UUEGD	Anakapalle	Anakapalle
TG5HTKR5UNDS	維薩卡派特南	Visakhapatnam
TG5HTWHTBZK6	Gajuwaka	Gajuwaka
TG5JJS7YGVMJ	Vepagunta	Vepagunta
TG5MDXD3CQJS	Bhimunipatnam	Bhimunipatnam
TG5R44N1M26B	維濟亞訥格勒姆	Vizianagaram
TG60RSTB2RGT	Malkangiri	Malkangiri
TG6EPPX35N8T	Jaypur	Jaypur
TG6G432RN136	戈拉布德	Koraput
TG6K6WYZ7HWW	傑格德爾布林	Jagdalpur
TG6PD25F72U6	貢德岡	Kondagaon
TG6RYUHQEJN2	Umarkot	Umarkot
TG6SCYJKY49P	Kotaparh	Kotaparh
TG71MTUS2ZK3	Salur	Salur
TG72JE7MHX5D	Chipurupalle	Chipurupalle
TG7395CY8JVY	Bobbili	Bobbili
TG73PCU0NU87	拉紮姆	Razam
TG76FE6KC6TT	Parvatipuram	Parvatipuram
TG78J5QJ5XPF	Srikakulam	Srikakulam
TG78V0WHGSPG	Amudalavalasa	Amudalavalasa
TG79CF0BU7Q1	Palkonda	Palkonda
TG7BB8EKGH0E	訥勒森訥貝達	Narasannapeta
TG7CUV0CFZ50	Tekkali	Tekkali
TG7FC27EG8CE	Parlakimidi	Parlakimidi
TG7SE612QN91	古努布林	Gunupur
TG823B7DCR24	堅杜爾	Chandur
TG82VDSCSBWV	Ballarpur	Ballarpur
TG82W13N32JW	拉久拉	Rajura
TG832SZ0H60R	Ghugus	Ghugus
TG83KXB3PVXZ	錢德拉普爾	Chandrapur
TG83U8BKRYPZ	Durgapur	Durgapur
TG84HT18U60X	Wani	Wani
TG85JEQ59QJD	Warora	Warora
TG8DHV58B40P	莫爾	Mul
TG8J1BH9T8VZ	Hinganghat	Hinganghat
TG8QT78U098Y	Umred	Umred
TG8WHP7PXJEQ	Pauni	Pauni
TG9GQ6MKTGE8	甘蓋爾	Kanker
TG9TZVG3P05F	伯洛德	Balod
TG9VZ9WSQ1X6	Dhamtari	Dhamtari
TGB0G3MJP79E	Kalmeshwar	Kalmeshwar
TGB0RFNZETC2	那格浦爾	Nagpur
TGB1EKTNZM3W	Saoner	Saoner
TGB1UVVF0WQX	Khapa	Khapa
TGB2F1RTJEW5	Kamthi	Kamthi
TGB3TRBB090U	Ramtek	Ramtek
TGB50V222SWB	Sausar	Sausar
TGB8KMR2G960	Bhandara	Bhandara
TGB9WKSNCJRY	Tumsar	Tumsar
TGBDJ5ZSKJ5H	Chicholi	Chicholi
TGBEZT83N7HY	Katangi	Katangi
TGBGTPQQZVF7	Waraseoni	Waraseoni
TGBJS1J7XV4X	Chhindwara	Chhindwara
TGBN23KHKKNH	Parasia	Parasia
TGBT9U4KSZP6	Seoni	Seoni
TGBZX5G5TEYR	Nainpur	Nainpur
TGC2T5K4YYW5	Dongargarh	Dongargarh
TGC40BZG73UP	貢迪耶	Gondia
TGC8131SRJ5D	Bhanpuri	Bhanpuri
TGC85CNSMT06	Raj Nandgaon	Raj Nandgaon
TGC9F6Y1HHDS	Khairagarh	Khairagarh
TGCB98K9YGJG	杜爾格	Durg
TGCBTN3UN1C8	比萊	Bhilai
TGCBYZQXK4DE	Kumhari	Kumhari
TGCGRQ6G8M7S	Bemetara	Bemetara
TGCH08EDNYQ5	巴拉卡德	Balaghat
TGCM8ZNTZ4EE	拜哈爾	Baihar
TGCV2BH2QHZ0	格沃爾塔	Kawardha
TGDCP0W5WXFS	朱納格爾	Junagarh
TGDUWBFH43RY	Kantabanji	Kantabanji
TGE1HW8JGUV7	Bhawanipatna	Bhawanipatna
TGE4YJ29T1J5	Kesinga	Kesinga
TGE5KPEBP6P6	Titlagarh	Titlagarh
TGEJU57GR7P2	伯德納格爾	Patnagarh
TGEMGEQEQE48	巴朗格伊爾	Balangir
TGEP65ZKCB0X	Padampur	Padampur
TGEUKVBFFZEH	Phulabani	Phulabani
TGEWT8D6BNJY	Sonepur	Sonepur
TGEXDVJ21954	Binika	Binika
TGEYW8TDBYHN	Bauda	Bauda
TGF0C97T47X7	Raipur	Raipur
TGF295Q6CY8G	阿倫	Arang
TGF2H1PKKT5D	默哈瑟蒙德	Mahasamund
TGF78KQJBFKE	Bhatapara	Bhatapara
TGF7M8RCW0P2	伯洛達巴紮爾	Baloda Bazar
TGFJD9PGXMPP	蒙蓋利	Mungeli
TGFMTK5U9Z14	Bilaspur	Bilaspur
TGFNNBM3PEKB	Takhatpur	Takhatpur
TGFQFEWFGJNE	Kota	Kota
TGFQVEXFYJP7	勒登布林	Ratanpur
TGFT7B407SZ8	Akaltara	Akaltara
TGFV2WPFS9SR	Champa	Champa
TGFVRGN3RQWF	Sakti	Sakti
TGFZ1S8NJJVP	Korba	Korba
TGG12EWG8HVW	Saraipali	Saraipali
TGG2TGRDBWWE	Barpali	Barpali
TGG3QEXG9SGQ	Bargarh	Bargarh
TGGDK3VYE42Z	Burla	Burla
TGGDKKVZEN0B	Hirakud	Hirakud
TGGDN8YEM1UZ	桑巴爾布林	Sambalpur
TGGHGQGTNGBK	Kharsia	Kharsia
TGGK9FF08ZUU	Raigarh	Raigarh
TGGSJED721VG	Brajarajnagar	Brajarajnagar
TGGU21XJQX4W	恰爾蘇古達	Jharsuguda
TGGVB4PNYW69	孫德爾格爾	Sundargarh
TGK4BBQ7G0BG	Palasa	Palasa
TGK5TNEYDUDW	Sompeta	Sompeta
TGKHZ2HDSVZ2	Ichchapuram	Ichchapuram
TGKMCK3RFB54	布拉赫馬普爾	Brahmapur
TGKPW20620B6	Asika	Asika
TGKQBDC4D5UQ	Hinjilikatu	Hinjilikatu
TGKQJFDCZJ7W	Chatrapur	Chatrapur
TGS0376KP4GG	Sorada	Sorada
TGS1KSZ8N6HX	Bhanjanagar	Bhanjanagar
TGS24438GDR7	Polasara	Polasara
TGS8D3KW72HQ	Banapur	Banapur
TGSD83PVJST9	訥亞格爾	Nayagarh
TGSD8RPZMEV8	Balugaon	Balugaon
TGSFU620KVXE	Khurda	Khurda
TGSFWPHZ6EV2	Jatani	Jatani
TGSGFQEMRPGT	Banki	Banki
TGSUU3BPKFRD	Athagarh	Athagarh
TGSVEFK00D88	Dhenkanal	Dhenkanal
TGSW87XUJ9TW	Angul	Angul
TGSX5JUFS70R	達爾傑爾	Talcher
TGSZ4DZ97X9X	Kamakhyanagar	Kamakhyanagar
TGT09S6P3GQ4	Puri	Puri
TGT1PWSJZUFE	科納克太陽神廟	Konark
TGT43NJUJE20	皮皮利	Pipili
TGT4JM52VDJZ	Nimaparha	Nimaparha
TGT515MGTW04	巴布內斯瓦爾	Bhubaneswar
TGT72C2TUVP7	Jagatsinghapur	Jagatsinghapur
TGTEE4834TTE	Paradip	Paradip
TGTH6JX3H4FT	克塔克	Cuttack
TGTKW7YTNKUZ	Kendraparha	Kendraparha
TGTNC1TYJW8J	普本	Bhuban
TGTQSEDH03EN	賈傑布林	Jajpur
TGTT1B5CT8VZ	Patamundai	Patamundai
TGTXBB9CQ49S	Bhadrakh	Bhadrakh
TGU680HBTXY4	代奧格爾	Deogarh
TGUGHYE8Q19S	Barbil	Barbil
TGUR2VV1QWDK	Birmitrapur	Birmitrapur
TGUTZ64QUQ2C	Bada Barabil	Bada Barabil
TGUY4273P578	Noamundi	Noamundi
TGV8JZ91UJFW	巴蘇德布普爾	Basudebpur
TGV9HE6EYJYF	索羅	Soro
TGVDN6MF20J7	Nilgiri	Nilgiri
TGVF2YDQTT8R	雷穆納	Remuna
TGVF60VSWG80	巴拉索爾	Balasore
TGVQ8V88UBPK	Kuchaiburi	Kuchaiburi
TGVZEQGKDRXB	Jhargram	Jhargram
TGY7UUSJX71M	Contai	Contai
TGYH0ET5R9U7	Jaleshwar	Jaleshwar
TGYHXFGBDRZU	Egra	Egra
TGYP53DJN43N	克勒格布林	Kharagpur
TGYPE7F5W5CP	米德納布林	Medinipur
TGYTKZZX3ZWE	霍爾迪亞	Haldia
TGYTU29N6G7J	Monoharpur	Monoharpur
TGYW4N7E20TG	Mahishadal	Mahishadal
TGYWBEDFYVN5	Tamluk	Tamluk
TGYWNXY5UFZM	Diamond Harbour	Diamond Harbour
TGYXVCWJDZFV	Pujali	Pujali
TGYXY77SSRMY	Baj Baj	Baj Baj
TGYY5UZZED9B	Jaynagar-Majilpur	Jaynagar-Majilpur
TGYYY16MM5M6	Nabagram	Nabagram
TGYZHKXKW1C8	Baruipur	Baruipur
TGZNCZ08CNDK	Canning	Canning
TS13FKXMB91Q	Mandvi	Mandvi
TS19FZDQBKEX	Mundra	Mundra
TS1B400B52H0	Bedi	Bedi
TS1CPR6Y0Q58	Jodiya Bandar	Jodiya Bandar
TS1G97296TJ4	安賈爾	Anjar
TS1GJC44YUJE	根德拉	Kandla
TS1S379DPJES	Bhuj	Bhuj
TS406K5U7KH2	Dhrol	Dhrol
TS42WJHPDM41	Wankaner	Wankaner
TS43GCEK8PMS	Morvi	Morvi
TS487U4H7SP8	Than	Than
TS4B6307Q03R	Sayla	Sayla
TS4CPHQJNDFS	蘇倫德拉訥格爾	Surendranagar
TS4DGY41GDR8	Halvad	Halvad
TS4FDRBRW51R	Dhrangadhra	Dhrangadhra
TS4H2YE71Z2X	Bhachau	Bhachau
TS4NP61TGCSB	Rapar	Rapar
TS4ZT69X0YSP	Radhanpur	Radhanpur
TS503U5HMK48	Limbdi	Limbdi
TS56XPGZTG5X	Sanand	Sanand
TS58Q9NEM0KZ	Sojitra	Sojitra
TS58ZN6FCMT9	Vasa	Vasa
TS591P2W5WP2	Dholka	Dholka
TS59MVW2K72S	凱達	Kheda
TS59ZUEJF31Y	Mahemdavad	Mahemdavad
TS5B4YH4JJM7	Vallabh Vidyanagar	Vallabh Vidyanagar
TS5B6CH5M0MR	Karamsad	Karamsad
TS5B7SHKMSN2	Anand	Anand
TS5BGEK3VDN2	Chaklasi	Chaklasi
TS5C4H7VH6YK	Nadiad	Nadiad
TS5CG9SKTXQK	Mahudha	Mahudha
TS5CPU3VJFGU	Umreth	Umreth
TS5D9ZBZS7NP	Sarkhej	Sarkhej
TS5EH3JFGH2Z	艾哈默德巴德	Ahmedabad
TS5FYWJ9BFK0	Kapadvanj	Kapadvanj
TS5GBCR7XKQ9	Dahegam	Dahegam
TS5KTCXS2DWE	Kadi	Kadi
TS5NU47YX2RK	Harij	Harij
TS5PC5FFKX5W	Un	Un
TS5QCJ3Z85TC	恰納斯馬	Chanasma
TS5R949Z0NTZ	Patan	Patan
TS5RRS8J436K	Unjha	Unjha
TS5SJFQQUKB9	甘地訥格爾	Gandhinagar
TS5SXCEH669G	Chhala	Chhala
TS5TM9FM01TB	曼薩	Mansa
TS5WFFMQ987H	Visnagar	Visnagar
TS5WP6NVVCE8	Vijapur	Vijapur
TS5XKC9GZQ1P	Vadnagar	Vadnagar
TS5XU7VF7P0Y	凱拉盧	Kheralu
TS5YK00XFNU7	Himatnagar	Himatnagar
TS6FVCHVWKSY	特拉德	Tharad
TS72P1GUTY7T	Siddhapur	Siddhapur
TS73FNW4MRDU	Deesa	Deesa
TS75QZ0GYN93	Dhanera	Dhanera
TS792R2M4CG1	Palanpur	Palanpur
TS7BWR1KK3W5	Khed Brahma	Khed Brahma
TS7EYQ692SQG	Mount Abu	Mount Abu
TS7G21P1WXD8	Abu Road	Abu Road
TS7HC4WCVYEV	Sanchor	Sanchor
TS7QHP4GE1B8	Bhinmal	Bhinmal
TS7VD1GGUKWR	Sirohi	Sirohi
TS7VNDTW2YUH	Pindwara	Pindwara
